,PID,LEGAL_TYPE,FOLIO,LAND_COORDINATE,ZONE_NAME,ZONE_CATEGORY,LOT,BLOCK,PLAN,DISTRICT_LOT,FROM_CIVIC_NUMBER,TO_CIVIC_NUMBER,STREET_NAME,PROPERTY_POSTAL_CODE,NARRATIVE_LEGAL_LINE1,NARRATIVE_LEGAL_LINE2,NARRATIVE_LEGAL_LINE3,NARRATIVE_LEGAL_LINE4,NARRATIVE_LEGAL_LINE5,CURRENT_LAND_VALUE,CURRENT_IMPROVEMENT_VALUE,TAX_ASSESSMENT_YEAR,PREVIOUS_LAND_VALUE,PREVIOUS_IMPROVEMENT_VALUE,YEAR_BUILT,BIG_IMPROVEMENT_YEAR,TAX_LEVY,NEIGHBOURHOOD_CODE
48442,003-713-067,STRATA,817300960022,81730096,CD-1 (72),Comprehensive Development,22,,VAS213,334,21,3330.0,ROSEMONT DR,V5S 2C9,LOT 22  PLAN VAS213  DISTRICT LOT 3,34  NEW WESTMINSTER UNDIV 4593/1000,00 SHARE IN COM PROP THEREIN.,,,712000.0,146000.0,2018.0,631000.0,154000.0,1974.0,1974.0,,25
134519,017-323-274,STRATA,835132840002,83513284,RM-3A,Multiple Family Dwelling,2,,LMS23,318,102,1406.0,73RD AVE W,V6P 3E8,LOT 2  PLAN LMS23  DISTRICT LOT 318,  NEW WESTMINSTER UNDIV 125/1000 SH,ARE IN COM PROP THEREIN.,,,399000.0,192000.0,2018.0,356000.0,195000.0,1991.0,1991.0,,12
158252,009-576-061,LAND,300790270000,30079027,RS-1,One Family Dwelling,O,3,VAP9948,,,6549.0,KERR ST,V5S 3C3,LOT O  BLOCK 3  PLAN VAP9948  NEW W,ESTMINSTER DISTRICT LOT 337 S E QTR,.,,,1623000.0,34900.0,2018.0,1583000.0,35800.0,1959.0,1959.0,,24
16307,011-157-976,LAND,586271730000,58627173,RS-1,One Family Dwelling,21,,VAP5452,THSL,,2575.0,TRIUMPH ST,V5K 1S7,LOT 21  PLAN VAP5452  DISTRICT LOT ,"THSL  NWD GROUP 1, OF LOT 20.",,,,1360000.0,79300.0,2018.0,1325000.0,83000.0,1925.0,1975.0,,20
103643,024-501-123,STRATA,654087080020,65408708,CD-1 (380),Comprehensive Development,20,,LMS3886,526,205,2628.0,YEW ST,V6K 4T4,LOT 20  PLAN LMS3886  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 63/4506 ,SHARE IN COM PROP THEREIN.,,,503000.0,121000.0,2018.0,426000.0,122000.0,1999.0,1999.0,,2
154180,002-668-017,STRATA,150741470057,15074147,CD-1 (49),Comprehensive Development,57,,VAS855,526,1,5575.0,OAK ST,V6M 2V5,LOT 57  PLAN VAS855  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 11/984 SH,ARE IN COM PROP THEREIN.,,,459000.0,34600.0,2018.0,389000.0,36800.0,1969.0,1969.0,,8
180247,002-771-721,STRATA,631078710013,63107871,RM-4,Multiple Family Dwelling,13,,VAS74,526,208,2335.0,YORK AVE,V6K 1C8,LOT 13  PLAN VAS74  DISTRICT LOT 52,6  NEW WESTMINSTER UNDIV 50/1150 SH,ARE IN COM PROP THEREIN.,,,421000.0,27700.0,2018.0,350000.0,26400.0,1970.0,1970.0,,2
117635,004-791-975,LAND,284718580000,28471858,RS-1,One Family Dwelling,4,102,VAP1937,37,,4832.0,KILLARNEY ST,V5R 3V5,LOT 4  BLOCK 102  PLAN VAP1937  DIS,TRICT LOT 37  NWD GROUP 1.,,,,1151000.0,134000.0,2018.0,1139000.0,138000.0,1981.0,1981.0,,23
189116,007-880-090,LAND,302818250000,30281825,RS-1,One Family Dwelling,33,,VAP14240,334,,7721.0,MUNROE CRES,V5S 3J9,LOT 33  PLAN VAP14240  DISTRICT LOT, 334  NEW WESTMINSTER,,,,1893000.0,105000.0,2018.0,1889000.0,109000.0,1973.0,1973.0,,25
103075,015-330-516,LAND,670206540000,67020654,RT-5,Two Family Dwelling,9,175,VAP376,264A,,654.0,12TH AVE E,V5T 2H8,LOT 9  BLOCK 175  PLAN VAP376  DIST,"RICT LOT 264A  NWD OF LOT B, & PL 1",771.,,,1320000.0,152000.0,2018.0,1300000.0,159000.0,1910.0,1975.0,,13
99163,010-432-931,STRATA,631087960001,63108796,RM-4,Multiple Family Dwelling,1,,VAS2112,526,101,2110.0,YORK AVE,V6K 1C3,LOT 1  PLAN VAS2112  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 64/881 SH,ARE IN COM PROP THEREIN.,,,574000.0,104000.0,2018.0,470000.0,107000.0,1988.0,1988.0,,2
181726,019-201-371,STRATA,641230980006,64123098,RM-4,Multiple Family Dwelling,6,,LMS1888,264A,,1370.0,6TH AVE E,V5N 1P1,LOT 6  PLAN LMS1888  DISTRICT LOT 2,64A  NEW WESTMINSTER UNDIV 116/737 ,SHARE IN COM PROP THEREIN.,,,768000.0,269000.0,2018.0,718000.0,262000.0,1995.0,1995.0,,14
145366,003-024-202,STRATA,688090810001,68809081,RT-8,Two Family Dwelling,1,,VAS1254,526,1,2017.0,15TH AVE W,V6J 2L4,LOT 1  PLAN VAS1254  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 19/100 SH,ARE IN COM PROP THEREIN.,,,820000.0,175000.0,2018.0,755000.0,159000.0,1911.0,1982.0,,2
205589,013-523-643,LAND,210744540000,21074454,C-2,Commercial,9,2,VAP2711,666,,5594.0,FRASER ST,V5W 2Z4,LOT 9  BLOCK 2  PLAN VAP2711  DISTR,"ICT LOT 666  NEW WESTMINSTER LOT 9,"," EXCEPT THE WEST 7 FEET NOW ROAD, B",LOCKS 2 TO 4.,,1510000.0,1125000.0,2018.0,1133000.0,1369000.0,1988.0,1988.0,,16
122773,011-985-038,LAND,686028550000,68602855,RS-1,One Family Dwelling,12,174,VAP3970,540,,4157.0,14TH AVE W,V6R 2X6,LOT 12  BLOCK 174  PLAN VAP3970  DI,STRICT LOT 540  NWD OF LOT 4.,,,,2830000.0,94300.0,2018.0,2925000.0,97500.0,1928.0,1983.0,,1
107858,024-643-670,STRATA,640053570007,64005357,RM-4,Multiple Family Dwelling,7,,LMS4059,540,102,3161.0,4TH AVE W,V6K 1R6,LOT 7  PLAN LMS4059  DISTRICT LOT 5,40  NEW WESTMINSTER UNDIV 813/30421, SHARE IN COM PROP THEREIN.,,,588000.0,167000.0,2018.0,495000.0,161000.0,1999.0,1999.0,,2
111524,007-703-546,LAND,276801050000,27680105,RS-1,One Family Dwelling,4,4,VAP8776,336,,6925.0,WALES ST,V5S 2R9,LOT 4  BLOCK 4  PLAN VAP8776  DISTR,"ICT LOT 336  NWD OF LOT C, & BLK 5.",,,,1620000.0,39500.0,2018.0,1676000.0,40500.0,1961.0,1961.0,,24
119283,018-709-745,STRATA,631097080018,63109708,CD-1 (290),Comprehensive Development,18,,LMS1350,526,304,1888.0,YORK AVE,V6J 5H8,LOT 18  PLAN LMS1350  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 60/4036 ,SHARE IN COM PROP THEREIN.,,,449000.0,217000.0,2018.0,297000.0,219000.0,1994.0,1994.0,,2
133383,018-941-893,STRATA,604157080083,60415708,DD,Comprehensive Development,83,,LMS1588,,2005,930.0,CAMBIE ST,V6B 5X6,LOT 83  PLAN LMS1588  NWD DISTRICT ,"LOT FALSE CREEK, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,403000.0,281000.0,2018.0,362000.0,253000.0,1994.0,1994.0,,29
31320,030-253-772,STRATA,138614060100,13861406,CD-1 (571),,100,115,EPS3808,541,1902,1310.0,RICHARDS ST,,LOT 100  BLOCK 115  PLAN EPS3808  D,"ISTRICT LOT 541  NWD GROUP 1, TOGET",HER WITH AN INTEREST IN THE COMMON ,PROPERTY IN PROPORTION TO THE UNIT ,ENTITLEMENT OF THE STRATA LOT AS SH,512000.0,268000.0,2018.0,,,,,,29
105374,006-621-571,STRATA,602108460006,60210846,RM-5B,Multiple Family Dwelling,6,,VAS1470,185,208,1950.0,ROBSON ST,V6G 1E8,LOT 6  PLAN VAS1470  DISTRICT LOT 1,"85  NWD GROUP 1, UNDIV 82/3769 SHAR",E IN COM PROP THEREIN TOGETHER WITH, AN INTEREST IN THE COMMON PROPERTY, IN PROPORTION TO THE UNIT ENTITLEM,644000.0,206000.0,2018.0,547000.0,227000.0,1985.0,1985.0,,27
62812,003-448-843,STRATA,609110950040,60911095,RM-5A,Multiple Family Dwelling,40,,VAS133,185,803,1725.0,PENDRELL ST,V6G 2X7,LOT 40  PLAN VAS133  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 883/10000,0 SHARE IN COM PROP THEREIN.,,,423000.0,163000.0,2018.0,360000.0,158000.0,1974.0,1974.0,,27
57650,025-758-390,STRATA,148606290054,14860629,DD,Comprehensive Development,54,,BCS528,541,1003,1055.0,HOMER ST,V6B 1G3,LOT 54  PLAN BCS528  DISTRICT LOT 5,41  NEW WESTMINSTER UNDIV 94/12020 ,SHARE IN COM PROP THEREIN.,,,761000.0,390000.0,2018.0,593000.0,391000.0,2003.0,2003.0,,29
57660,030-167-060,STRATA,750163050076,75016305,CD-1 (576),,76,,EPS4269,526,308,677.0,41ST AVE W,,LOT 76  PLAN EPS4269  DISTRICT LOT ,"526  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,929000.0,434000.0,2018.0,,,,,,9
171387,028-338-723,STRATA,598190450039,59819045,HA-1A,Historic Area,39,,BCS3944,196,320,221.0,UNION ST,V6A 0B4,LOT 39  PLAN BCS3944  DISTRICT LOT ,"196  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,522000.0,208000.0,2018.0,424000.0,210000.0,2010.0,2010.0,,26
190169,018-559-191,STRATA,837270270001,83727027,RS-1B,One Family Dwelling,1,,LMS1171,258,,2505.0,KENT AVE NORTH E,V5S 2H7,LOT 1  PLAN LMS1171  DISTRICT LOT 2,"58  NWD & DL 329, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,1174000.0,255000.0,2018.0,1098000.0,260000.0,1994.0,1994.0,,18
70498,008-545-731,LAND,769040970000,76904097,RS-6,One Family Dwelling,A,1,13578,314,,6377.0,COLLINGWOOD ST,V6N 1T7,LOT A  BLOCK 1  PLAN 13578  DISTRIC,T LOT 314  NWD,,,,3546000.0,144000.0,2018.0,3297000.0,150000.0,1971.0,1980.0,,6
86777,026-587-165,STRATA,316718080061,31671808,CD-1 (314),Comprehensive Development,61,,BCS1721,36,409,5380.0,OBEN ST,V5R 6H7,LOT 61  PLAN BCS1721  DISTRICT LOT ,36  NEW WESTMINSTER GROUP 1.,,,,255000.0,137000.0,2018.0,183000.0,139000.0,2005.0,2005.0,,23
12576,002-455-064,STRATA,606110940039,60611094,RM-5A,Multiple Family Dwelling,39,,VAS374,185,411,1718.0,NELSON ST,V6G 1M8,LOT 39  PLAN VAS374  DISTRICT LOT 1,85  NEW WESTMINSTER UNDIV 2273/1000,00 SHARE IN COM PROP THEREIN.,,,378000.0,98100.0,2018.0,323000.0,86100.0,1976.0,1976.0,,27
122340,013-498-843,LAND,733272410000,73327241,RM-7,Multiple Family Dwelling,21,K,VAP1955,393,,2431.0,34TH AVE E,V5R 2S6,LOT 21  BLOCK K  PLAN VAP1955  DIST,RICT LOT 393  NEW WESTMINSTER,,,,1407000.0,250000.0,2018.0,1400000.0,255000.0,1994.0,1994.0,,23
147188,006-237-525,STRATA,318818840058,31881884,CD-1 (117),Comprehensive Development,58,,VAS952,331,,8215.0,VIVALDI PL,V5S 4G6,LOT 58  PLAN VAS952  DISTRICT LOT 3,31  NEW WESTMINSTER UNDIV 1/58 SHAR,E IN COMM PROP THEREIN.,,,628000.0,168000.0,2018.0,592000.0,167000.0,1981.0,1981.0,,25
140395,013-771-981,LAND,741197510000,74119751,RS-1,One Family Dwelling,38,5,VAP1902,636,,461.0,38TH AVE E,V5W 1H8,LOT 38  BLOCK 5  PLAN VAP1902  DIST,RICT LOT 636  NWD GROUP 1.,,,,1533000.0,151000.0,2018.0,1610000.0,155000.0,1989.0,1989.0,,16
17268,011-491-442,LAND,312759150000,31275915,RS-1,One Family Dwelling,7,4,VAP7133,338,,6131.0,TYNE ST,V5S 3L6,LOT 7  BLOCK 4  PLAN VAP7133  DISTR,ICT LOT 338  NWD PART NE 1/4.,,,,1583000.0,423000.0,2018.0,1683000.0,421000.0,1991.0,1995.0,,24
15655,010-169-458,LAND,694300700000,69430070,RS-1,One Family Dwelling,8,11,VAP8287,THSL,,3442.0,SEAFORTH DR,V5M 4C5,LOT 8  BLOCK 11  PLAN VAP8287  DIST,RICT LOT THSL  NEW WESTMINSTER SECT,ION 40 & 41.,,,1455000.0,328000.0,2018.0,1404000.0,337000.0,1990.0,1990.0,,22
14725,009-586-342,LAND,750281560000,75028156,RS-1,One Family Dwelling,6,8,VAP10179,50,,2866.0,41ST AVE E,V5R 2X3,LOT 6  BLOCK 8  PLAN VAP10179  DIST,RICT LOT 50  NEW WESTMINSTER,,,,1379000.0,36800.0,2018.0,1345000.0,37800.0,1961.0,1961.0,,24
16662,011-209-372,LAND,696034210000,69603421,RS-5,One Family Dwelling,12,35,VAP5158,139,,3879.0,20TH AVE W,V6S 1G1,LOT 12  BLOCK 35  PLAN VAP5158  DIS,TRICT LOT 139  NEW WESTMINSTER OF L,OT 1.,,,3304000.0,966000.0,2018.0,3363000.0,959000.0,2003.0,2003.0,,3
83529,013-491-628,LAND,319770350000,31977035,RS-1,One Family Dwelling,15,13,VAP2731,36,,5863.0,ORMIDALE ST,V5R 4R4,LOT 15  BLOCK 13  PLAN VAP2731  DIS,"TRICT LOT 36  NWD GROUP 1, AMENDED ","(SEE 336004L), & BLK 49.",,,2143000.0,1382000.0,2018.0,2159000.0,1362000.0,2013.0,2013.0,,24
38109,029-701-953,STRATA,638182500241,63818250,CD-1 (464),Comprehensive Development,241,,EPS2983,200A,1404,38.0,1ST AVE W,V5Y 0K3,LOT 241  PLAN EPS2983  DISTRICT LOT," 200A  NWD GROUP 1, TOGETHER WITH A",N INTEREST IN THE COMMON PROPERTY I,N PROPORTION TO THE UNIT ENTITLEMEN,T OF THE STRATA LOT AS SHOWN ON FOR,1230000.0,477000.0,2018.0,1047000.0,481000.0,,,,13
148357,030-067-545,STRATA,650173500036,65017350,C-3A,Commercial,36,,EPS3524,302,605,238.0,BROADWAY W,V5Y 0L2,LOT 36  PLAN EPS3524  DISTRICT LOT ,"302  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,365000.0,202000.0,2018.0,,,,,,13
117944,006-063-993,STRATA,603119070154,60311907,DD,Comprehensive Development,154,,VAS857,185,723,1045.0,HARO ST,V6E 3Z8,LOT 154  PLAN VAS857  DISTRICT LOT ,185  NEW WESTMINSTER UNDIV 41/10519, SHARE IN THE COM PROP THEREIN.,,,318000.0,71200.0,2018.0,272000.0,73700.0,1980.0,1980.0,,27
170743,024-275-581,STRATA,646163040041,64616304,FM-1,Multiple Family Dwelling,41,,LMS3695,526,313,678.0,7TH AVE W,V5Z 1B5,LOT 41  PLAN LMS3695  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 897/4385,5 SHARE IN COM PROP THEREIN.,,,609000.0,164000.0,2018.0,528000.0,168000.0,1998.0,1998.0,,7
63041,002-692-317,STRATA,643078780002,64307878,RT-8,Two Family Dwelling,2,,VAS1583,526,,2326.0,6TH AVE W,V6K 1V9,LOT 2  PLAN VAS1583  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 299/1000 ,SHARE IN COM PROP THEREIN.,,,1088000.0,105000.0,2018.0,1022000.0,71700.0,1977.0,1977.0,,2
66058,024-753-793,STRATA,718308020136,71830802,CD-1 (314),Comprehensive Development,136,,LMS4140,36,801,3528.0,VANNESS AVE,V5R 6G4,LOT 136  PLAN LMS4140  DISTRICT LOT, 36  NEW WESTMINSTER UNDIV 492/1467,53 SHARE IN COM PROP THEREIN.,,,153000.0,143000.0,2018.0,109000.0,144000.0,2000.0,2000.0,,23
159756,025-393-987,STRATA,600113370013,60011337,CD-1 (321),Comprehensive Development,13,,LMS4658,185,401,1680.0,BAYSHORE DR,V6G 3H6,LOT 13  PLAN LMS4658  DISTRICT LOT ,"185  NWD GROUP 1, OF THE PUBLIC HAR","BOUR OF BURRARD INLET, TOGETHER WIT",H AN INTEREST IN THE COMMON PROPERT,Y IN PROPORTION TO THE UNIT ENTITLE,1078000.0,283000.0,2018.0,877000.0,286000.0,2002.0,2002.0,,28
114760,029-409-365,LAND,182638950000,18263895,CD-1 (531),Comprehensive Development,1,10,EPP28058,200A,,1783.0,MANITOBA ST,,LOT 1  BLOCK 10  PLAN EPP28058  DIS,TRICT LOT 200A  NWD GROUP 1.,,,,,,,,,,,,13
61639,028-688-678,STRATA,148602840094,14860284,DD,Comprehensive Development,94,,BCS4249,541,1506,888.0,HOMER ST,V6B 0H7,LOT 94  PLAN BCS4249  DISTRICT LOT ,"541  NWD GROUP 1, TOGETHER WITH AN ",INTEREST IN THE COMMON PROPERTY IN ,PROPORTION TO THE UNIT ENTITLEMENT ,OF THE STRATA LOT AS SHOWN ON FORM ,571000.0,235000.0,2018.0,471000.0,237000.0,2011.0,2011.0,,29
153439,029-594-413,STRATA,645190710073,64519071,IC-3,Light Industrial,73,29,EPS2878,200A,610,289.0,6TH AVE E,V5T 0E9,LOT 73  BLOCK 29  PLAN EPS2878  DIS,"TRICT LOT 200A  NWD GROUP 1, TOGETH",ER WITH AN INTEREST IN THE COMMON P,ROPERTY IN PROPORTION TO THE UNIT E,NTITLEMENT OF THE STRATA LOT AS SHO,403000.0,144000.0,2018.0,280000.0,145000.0,,,,13
192697,029-024-285,STRATA,770270140200,77027014,CD-1 (487),Comprehensive Development,200,,EPS1133,393,209,4818.0,ELDORADO MEWS,V5R 0B3,LOT 200  PLAN EPS1133  DISTRICT LOT," 393  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,249000.0,176000.0,2018.0,154000.0,177000.0,2013.0,2013.0,,23
139423,015-266-681,LAND,580271850000,58027185,RS-1,One Family Dwelling,18,,VAP467,THSL,,2591.0,DUNDAS ST,V5K 1P7,LOT 18  PLAN VAP467  DISTRICT LOT T,HSL  NWD OF LOT 17.,,,,1275000.0,74900.0,2018.0,1249000.0,78000.0,1944.0,1980.0,,20
45965,011-181-290,LAND,706153770000,70615377,RS-5,One Family Dwelling,11,617,VAP5325,472,,825.0,23RD AVE W,V5Z 2B1,LOT 11  BLOCK 617  PLAN VAP5325  DI,STRICT LOT 472  NWD OF LOT B.,,,,2861000.0,265000.0,2018.0,2849000.0,273000.0,1990.0,1990.0,,9
39024,013-313-096,LAND,674022200000,67402220,RS-1,One Family Dwelling,3,153,VAP2938,540,,4584.0,11TH AVE W,V6R 2M4,LOT 3  BLOCK 153  PLAN VAP2938  DIS,TRICT LOT 540  NWD OF LOT 4.,,,,2825000.0,40400.0,2018.0,2920000.0,42200.0,1929.0,1971.0,,1
198111,028-957-105,STRATA,126595950009,12659595,CD-1 (413),Comprehensive Development,9,,EPS849,541,1504,667.0,HOWE ST,V6C 0B5,LOT 9  PLAN EPS849  DISTRICT LOT 54,"1  NWD GROUP 1, TOGETHER WITH AN IN",TEREST IN THE COMMON PROPERTY IN PR,OPORTION TO THE UNIT ENTITLEMENT OF, THE STRATA LOT AS SHOWN ON FORM 1 ,718000.0,327000.0,2018.0,626000.0,328000.0,2012.0,2012.0,,26
82313,023-304-731,STRATA,650271070002,65027107,CD-1 (308),Comprehensive Development,2,,LMS2263,HT,102,2505.0,BROADWAY E,V5M 1Y4,LOT 2  SECTION 34  PLAN LMS2263  DI,STRICT LOT HT  NEW WESTMINSTER UNDI,V SHARE 972/21343 IN COM PROP THERE,IN.,,298000.0,187000.0,2018.0,231000.0,185000.0,1995.0,1995.0,,21
108725,027-478-751,STRATA,138600540151,13860054,DD,Comprehensive Development,151,,BCS2835,541,2402,788.0,RICHARDS ST,V6B 0C7,LOT 151  PLAN BCS2835  DISTRICT LOT," 541  NWD GROUP 1, TOGETHER WITH AN", INTEREST IN THE COMMON PROPERTY IN, PROPORTION TO THE UNIT ENTITLEMENT, OF THE STRATA LOT AS SHOWN ON FORM,729000.0,191000.0,2018.0,602000.0,193000.0,2008.0,2008.0,,26
104438,011-061-545,LAND,694194660000,69419466,RS-1,One Family Dwelling,O,50,5851,301,,366.0,19TH AVE E,V5V 1J5,LOT O  BLOCK 50  PLAN 5851  DISTRIC,T LOT 301  NEW WESTMINSTER,,,,1692000.0,69400.0,2018.0,1693000.0,69100.0,1927.0,1975.0,,15
6595,012-367-664,LAND,616275350000,61627535,RS-1,One Family Dwelling,28,39,VAP3672,THSL,,2727.0,GRAVELEY ST,V5K 3J7,LOT 28  BLOCK 39  SECTION 32  PLAN ,VAP3672  DISTRICT LOT THSL  NWD,,,,1379000.0,30200.0,2018.0,1414000.0,30200.0,1912.0,1930.0,,21
141292,018-644-899,STRATA,654153910015,65415391,CD-1 (274),Comprehensive Development,15,,LMS1262,526,PH1,2577.0,WILLOW ST,V5Z 3N8,LOT 15  PLAN LMS1262  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 1087/175,92 SHARE IN COM PROP THEREIN.,,,771000.0,176000.0,2018.0,733000.0,179000.0,1994.0,1994.0,,7
136656,004-777-336,LAND,217721870000,21772187,RS-1,One Family Dwelling,15,,VAP2479,,,4591.0,WINDSOR ST,V5V 4P8,LOT 15  PLAN VAP2479  NEW WESTMINST,"ER BLOCK 8 N E QTR, DISTRICT LOT 39",1 & 392.,,,1308000.0,61500.0,2018.0,1333000.0,64200.0,1912.0,1970.0,,16
167954,011-516-810,LAND,692032250000,69203225,RS-5,One Family Dwelling,23,37,VAP4519,139,,3973.0,18TH AVE W,V6S 1B6,LOT 23  BLOCK 37  PLAN VAP4519  DIS,TRICT LOT 139  NWD OF LOT 1.,,,,2927000.0,15100.0,2018.0,3000000.0,15500.0,1925.0,1925.0,,3
37287,023-504-927,STRATA,650146470020,65014647,C-3A,Commercial,20,,LMS2507,526,603,1139.0,BROADWAY W,V6H 1G1,LOT 20  PLAN LMS2507  DISTRICT LOT ,526  NEW WESTMINSTER UNDIV 46/2617 ,SHARE IN COM PROP THEREIN.,,,224000.0,188000.0,2018.0,164000.0,190000.0,1996.0,1996.0,,7
31521,029-846-684,STRATA,138600890088,13860089,CD-1 (525),Comprehensive Development,88,54,EPS3242,541,1507,777.0,RICHARDS ST,V6B 0M6,LOT 88  BLOCK 54  PLAN EPS3242  DIS,"TRICT LOT 541  NWD GROUP 1, TOGETHE",R WITH AN INTEREST IN THE COMMON PR,OPERTY IN PROPORTION TO THE UNIT EN,TITLEMENT OF THE STRATA LOT AS SHOW,413000.0,249000.0,2018.0,325000.0,249000.0,,,,26
141946,030-045-584,STRATA,592233360002,59223336,RM-4,Multiple Family Dwelling,2,,EPS3833,183,,1524.0,PENDER ST E,V5L 1W1,LOT 2  PLAN EPS3833  DISTRICT LOT 1,"83  NWD GROUP 1, TOGETHER WITH AN I",NTEREST IN THE COMMON PROPERTY IN P,ROPORTION TO THE UNIT ENTITLEMENT O,F THE STRATA LOT AS SHOWN ON FORM 1,971000.0,406000.0,2018.0,,,,,,14
38700,011-633-972,LAND,692037610000,69203761,RS-5,One Family Dwelling,31,29,VAP4335,139,,3691.0,18TH AVE W,V6S 1B3,LOT 31  BLOCK 29  PLAN VAP4335  DIS,"TRICT LOT 139  NWD GROUP 1, AMD (SE",E 29761K) OF LOTS 1 & 2.,,,3937000.0,37000.0,2018.0,4004000.0,37000.0,1927.0,1944.0,,3
97492,003-189-210,LAND,148718940000,14871894,RS-5,One Family Dwelling,5,755,VAP6011,526,,4596.0,OSLER ST,V6H 2Y1,LOT 5  BLOCK 755  PLAN VAP6011  DIS,TRICT LOT 526  NEW WESTMINSTER,,,,4228000.0,509000.0,2018.0,4415000.0,524000.0,1990.0,1990.0,,8
147087,015-365-174,LAND,592222140000,59222214,RT-3,Two Family Dwelling,3,15,VAP355,182,2,1112.0,PENDER ST E,V6A 1W5,LOT 3  BLOCK 15  PLAN VAP355  DISTR,ICT LOT 182  NWD OF BLK A.,,,,,,,,,2011.0,2012.0,,13
117867,014-284-090,LAND,802250440000,80225044,RS-1,One Family Dwelling,27,B,VAP1799,726,,2108.0,53RD AVE E,V5P 1X7,LOT 27  BLOCK B  PLAN VAP1799  DIST,RICT LOT 726  NWD GROUP 1.,,,,1452000.0,27100.0,2018.0,1542000.0,28200.0,1914.0,1969.0,,24
84557,017-688-388,STRATA,686146090048,68614609,RM-3,Multiple Family Dwelling,48,,LMS276,526,903,2988.0,ALDER ST,V6H 4C3,LOT 48  PLAN LMS276  DISTRICT LOT 5,26  NEW WESTMINSTER UNDIV 114/6975 ,SHARE IN COM PROP THEREIN.,,,692000.0,330000.0,2018.0,546000.0,334000.0,1991.0,1991.0,,7
100425,014-597-845,LAND,701297370000,70129737,RS-1,One Family Dwelling,7,1,VAP1503,THSL,,3239.0,23RD AVE E,V5R 1B6,LOT 7  BLOCK 1  SECTION 49  PLAN VA,P1503  DISTRICT LOT THSL  NWD PART ,"NE 1/4, GROUP 1, AMENDED (SEE 23387",4L).,,1576000.0,465000.0,2018.0,1564000.0,462000.0,1994.0,1994.0,,22
59845,010-801-189,LAND,759309980000,75930998,RS-1,One Family Dwelling,6,3,VAP6982,,,3320.0,46TH AVE E,V5S 1B4,LOT 6  BLOCK 3  PLAN VAP6982  NEW W,ESTMINSTER DISTRICT LOT 338 NE1/4.,,,,1842000.0,34300.0,2018.0,1920000.0,34300.0,1944.0,1944.0,,24
163711,013-524-747,LAND,596289170000,59628917,RS-1,One Family Dwelling,30,84,VAP1861,THSL,,3115.0,GEORGIA ST E,V5K 2K9,LOT 30  BLOCK 84  PLAN VAP1861  DIS,TRICT LOT THSL  NEW WESTMINSTER,,,,1260000.0,105000.0,2018.0,1235000.0,131000.0,1913.0,1985.0,,20
17591,015-643-476,LAND,590230200000,59023020,MC-1,Industrial,3,11,VAP186,182,,1320.0,HASTINGS ST E,V5L 1S3,LOT 3  BLOCK 11  PLAN VAP186  DISTR,"ICT LOT 182  NWD EXCEPT PLAN 5778, ","W 5 FT & OF BLK B, LOT 2, BLOCK 11,"," PLAN VAP186, DISTRICT LOT 182, NEW"," WESTMINSTER LAND DISTRICT, EXCEPT ",3813000.0,25400.0,2018.0,2819000.0,25400.0,1925.0,1925.0,,14
188186,023-179-074,STRATA,577265060019,57726506,RM-3A,Multiple Family Dwelling,19,,LMS2111,184,404,2212.0,OXFORD ST,V5L 1G1,LOT 19  PLAN LMS2111  DISTRICT LOT ,184  NEW WESTMINSTER UNDIV 767/1363,9 FOR SHARE IN COM PROP THEREIN.,,,199000.0,169000.0,2018.0,151000.0,174000.0,1995.0,1995.0,,14
